Date,Rate
04-Sep-17,64.01
05-Sep-17,64.10
06-Sep-17,64.06
07-Sep-17,63.97
08-Sep-17,63.94
09-Sep-17,63.78
10-Sep-17,63.94
11-Sep-17,63.93
12-Sep-17,64.03
13-Sep-17,64.13
14-Sep-17,64.19
15-Sep-17,64.12
16-Sep-17,64.11
17-Sep-17,64.13
18-Sep-17,64.15
19-Sep-17,64.30
20-Sep-17,64.34
21-Sep-17,64.91
22-Sep-17,64.86
23-Sep-17,64.79
24-Sep-17,64.90
25-Sep-17,65.27
26-Sep-17,65.45
27-Sep-17,65.51
28-Sep-17,65.42
29-Sep-17,65.34
30-Sep-17,65.31
01-Oct-17,65.30
02-Oct-17,65.57
03-Oct-17,65.47
04-Oct-17,65.07
05-Oct-17,65.13
06-Oct-17,65.47
07-Oct-17,65.42
08-Oct-17,65.42
09-Oct-17,65.42
10-Oct-17,65.21
11-Oct-17,65.16
12-Oct-17,65.04
14-Oct-17,64.7
15-Oct-17,64.68
16-Oct-17,64.70
17-Oct-17,65.02
18-Oct-17,65.06
19-Oct-17,64.99
20-Oct-17,65.04
21-Oct-17,65.04
22-Oct-17,65.11
23-Oct-17,65.02
24-Oct-17,65.20
25-Oct-17,64.92
26-Oct-17,64.92
27-Oct-17,64.96
28-Oct-17,65.04
29-Oct-17,64.88
30-Oct-17,64.83
31-Oct-17,64.74
01-Nov-17,64.56
02-Nov-17,64.57
03-Nov-17,64.66
04-Nov-17,64.56
05-Nov-17,64.70
06-Nov-17,64.61
07-Nov-17,65.15
08-Nov-17,64.93
09-Nov-17,65.09
10-Nov-17,65.36
11-Nov-17,65.19
12-Nov-17,65.19
13-Nov-17,65.47
14-Nov-17,65.42
15-Nov-17,65.34
16-Nov-17,65.24
17-Nov-17,65.01
18-Nov-17,65.01
19-Nov-17,64.91
20-Nov-17,65.03
21-Nov-17,64.81
22-Nov-17,64.87
23-Nov-17,64.59
24-Nov-17,64.56
25-Nov-17,64.55
26-Nov-17,64.55
27-Nov-17,64.47
28-Nov-17,64.41
29-Nov-17,64.40
30-Nov-17,64.47
01-Dec-17,64.54
02-Dec-17,64.52
03-Dec-17,64.51
04-Dec-17,64.38
05-Dec-17,64.37
06-Dec-17,64.55
07-Dec-17,64.54
08-Dec-17,64.44
09-Dec-17,64.48
11-Dec-17,64.36
12-Dec-17,64.56
13-Dec-17,64.37
14-Dec-17,64.24
15-Dec-17,64.05
16-Dec-17,64.08
17-Dec-17,64.08
18-Dec-17,64.24
19-Dec-17,64.05
20-Dec-17,63.97
21-Dec-17,64.02
22-Dec-17,64.01
23-Dec-17,64.01
24-Dec-17,64.01
25-Dec-17,64.01
26-Dec-17,64.04
27-Dec-17,64.15
28-Dec-17,64.07
29-Dec-17,63.82
30-Dec-17,63.84
31-Dec-17,63.85
01-Jan-18,63.83
02-Jan-18,63.45
03-Jan-18,63.44
04-Jan-18,63.39
05-Jan-18,63.29
06-Jan-18,63.34
07-Jan-18,63.27
08-Jan-18,63.48
09-Jan-18,63.67
10-Jan-18,63.77
11-Jan-18,63.66
12-Jan-18,63.61
13-Jan-18,63.59
14-Jan-18,63.59
15-Jan-18,63.52
16-Jan-18,64.01
17-Jan-18,63.86
18-Jan-18,63.88
19-Jan-18,63.84
20-Jan-18,63.83
21-Jan-18,63.83
22-Jan-18,63.96
23-Jan-18,63.76
24-Jan-18,63.59
25-Jan-18,63.46
26-Jan-18,63.61
27-Jan-18,63.58
28-Jan-18,63.58
29-Jan-18,63.66
30-Jan-18,63.78
31-Jan-18,63.58
01-Feb-18,63.96
02-Feb-18,64.12
03-Feb-18,64.14
04-Feb-18,64.14
05-Feb-18,64.06
06-Feb-18,64.26
07-Feb-18,64.22
08-Feb-18,64.48
09-Feb-18,64.36
10-Feb-18,64.22
11-Feb-18,64.22
12-Feb-18,64.29
13-Feb-18,64.27
14-Feb-18,64.09
15-Feb-18,63.93
16-Feb-18,64.35
17-Feb-18,64.39
18-Feb-18,64.39
19-Feb-18,64.47
20-Feb-18,64.91
21-Feb-18,64.77
22-Feb-18,64.98
23-Feb-18,64.87
24-Feb-18,64.71
25-Feb-18,64.71
26-Feb-18,64.79
27-Feb-18,65.12
28-Feb-18,65.23
01-Mar-18,65.26
02-Mar-18,65.24
03-Mar-18,65.19
04-Mar-18,65.19
05-Mar-18,65.06
06-Mar-18,64.90
07-Mar-18,64.95
08-Mar-18,65.14
09-Mar-18,64.99
10-Mar-18,65.00
11-Mar-18,65.00
12-Mar-18,64.99
13-Mar-18,64.71
14-Mar-18,64.85
15-Mar-18,64.95
16-Mar-18,65.06
17-Mar-18,65.07
18-Mar-18,65.07
19-Mar-18,65.31
20-Mar-18,65.28
21-Mar-18,65.20
22-Mar-18,65.11
23-Mar-18,64.99
24-Mar-18,64.99
25-Mar-18,65.02
26-Mar-18,64.69
27-Mar-18,64.83
28-Mar-18,65.13
29-Mar-18,65.08
30-Mar-18,65.02
01-Apr-18,65.11
02-Apr-18,65.13
03-Apr-18,65.00
04-Apr-18,65.00
05-Apr-18,64.83
06-Apr-18,64.90
07-Apr-18,64.91
08-Apr-18,64.91
09-Apr-18,64.83
10-Apr-18,64.95
11-Apr-18,65.16
12-Apr-18,65.29
13-Apr-18,65.25
14-Apr-18,65.20
15-Apr-18,65.20
16-Apr-18,65.45
17-Apr-18,65.67
18-Apr-18,65.73
19-Apr-18,66.16
20-Apr-18,66.21
21-Apr-18,66.21
22-Apr-18,66.20
23-Apr-18,66.53
24-Apr-18,66.40
25-Apr-18,66.95
26-Apr-18,66.87
27-Apr-18,66.61
28-Apr-18,66.62
29-Apr-18,66.62
30-Apr-18,66.46
01-May-18,66.79
02-May-18,66.78
03-May-18,66.71
04-May-18,66.82
05-May-18,66.82
06-May-18,66.82
07-May-18,67.17
08-May-18,67.04
09-May-18,67.37
10-May-18,67.02
11-May-18,67.36
12-May-18,67.39
13-May-18,67.36
14-May-18,67.57
15-May-18,68.52
16-May-18,67.71
17-May-18,67.80
18-May-18,67.98
19-May-18,67.99
20-May-18,67.98
21-May-18,68.09
22-May-18,68.02
23-May-18,68.36
24-May-18,68.30
25-May-18,67.78
26-May-18,67.73
27-May-18,67.73
28-May-18,67.43
29-May-18,67.83
30-May-18,67.48
31-May-18,67.41
01-Jun-18,66.94
02-Jun-18,66.99
03-Jun-18,66.93
04-Jun-18,67.04
05-Jun-18,67.11
06-Jun-18,66.87
07-Jun-18,67.48
08-Jun-18,67.50
09-Jun-18,67.53
10-Jun-18,67.52
11-Jun-18,67.50
12-Jun-18,67.49
13-Jun-18,67.44
14-Jun-18,67.71
15-Jun-18,68.19
16-Jun-18,68.47
17-Jun-18,68.06
18-Jun-18,68.10
19-Jun-18,68.11
20-Jun-18,68.07
21-Jun-18,67.84
22-Jun-18,67.86
23-Jun-18,67.86
24-Jun-18,67.86
25-Jun-18,68.12
26-Jun-18,68.33
27-Jun-18,68.84
28-Jun-18,68.82
29-Jun-18,68.46
30-Jun-18,68.44
01-Jul-18,68.44
02-Jul-18,68.72
03-Jul-18,68.56
04-Jul-18,68.97
05-Jul-18,68.82
06-Jul-18,68.80
07-Jul-18,68.76
08-Jul-18,68.76
09-Jul-18,68.66
10-Jul-18,68.65
11-Jul-18,68.76
12-Jul-18,68.30
13-Jul-18,68.45
14-Jul-18,68.49
15-Jul-18,68.49
16-Jul-18,68.54
17-Jul-18,68.42
18-Jul-18,68.46
19-Jul-18,69.04
20-Jul-18,68.75
21-Jul-18,68.74
22-Jul-18,68.74
23-Jul-18,68.95
24-Jul-18,68.88
25-Jul-18,68.69
26-Jul-18,68.69
27-Jul-18,68.63
28-Jul-18,68.62
29-Jul-18,68.62
30-Jul-18,68.60
31-Jul-18,68.44
01-Aug-18,68.31
02-Aug-18,68.55
03-Aug-18,68.53
04-Aug-18,68.51
05-Aug-18,68.51
06-Aug-18,68.81
07-Aug-18,68.62
08-Aug-18,68.60
09-Aug-18,68.76
10-Aug-18,69.11
11-Aug-18,69.09
12-Aug-18,69.09
13-Aug-18,70.13
14-Aug-18,70.04
15-Aug-18,70.37
16-Aug-18,70.05
17-Aug-18,70.00
18-Aug-18,69.79
19-Aug-18,69.79
20-Aug-18,69.81
21-Aug-18,69.80
22-Aug-18,69.82
23-Aug-18,70.17
24-Aug-18,69.85
25-Aug-18,69.77
26-Aug-18,69.77
27-Aug-18,69.9
28-Aug-18,70.09
29-Aug-18,70.52
30-Aug-18,70.98
31-Aug-18,70.88
01-Sep-18,70.87
02-Sep-18,71.00
03-Sep-18,71.17
04-Sep-18,71.35
05-Sep-18,71.53
06-Sep-18,71.96
07-Sep-18,72.08
08-Sep-18,72.10
09-Sep-18,72.10
10-Sep-18,72.57
11-Sep-18,72.58
12-Sep-18,71.88
13-Sep-18,71.64
14-Sep-18,71.96
15-Sep-18,72.10
16-Sep-18,72.10
17-Sep-18,72.44
18-Sep-18,72.71
19-Sep-18,71.96
20-Sep-18,71.75
21-Sep-18,72.28
22-Sep-18,72.24
23-Sep-18,72.24
24-Sep-18,72.85
25-Sep-18,72.68
26-Sep-18,72.53
27-Sep-18,72.55
28-Sep-18,72.53
29-Sep-18,72.51
30-Sep-18,72.51
01-Oct-18,73.18
02-Oct-18,73.35
03-Oct-18,73.45
04-Oct-18,73.85
05-Oct-18,74.18
06-Oct-18,73.77
07-Oct-18,73.77
08-Oct-18,73.97
09-Oct-18,74.09
10-Oct-18,74.22
11-Oct-18,73.81
12-Oct-18,73.66
13-Oct-18,73.68
14-Oct-18,73.68
15-Oct-18,73.74
16-Oct-18,73.26
17-Oct-18,73.38
18-Oct-18,73.68
19-Oct-18,73.42
20-Oct-18,73.47
21-Oct-18,73.47
22-Oct-18,73.66
23-Oct-18,73.38
24-Oct-18,73.28
25-Oct-18,73.23
26-Oct-18,73.14
27-Oct-18,73.12
28-Oct-18,73.13
29-Oct-18,73.44
30-Oct-18,73.58
31-Oct-18,74.06
01-Nov-18,73.10
02-Nov-18,72.91
03-Nov-18,72.91
04-Nov-18,72.91
05-Nov-18,72.9
06-Nov-18,73.00
07-Nov-18,72.42
08-Nov-18,72.6
09-Nov-18,72.67
10-Nov-18,72.48
11-Nov-18,72.48
12-Nov-18,72.92
13-Nov-18,72.33
14-Nov-18,72.19
15-Nov-18,71.92
16-Nov-18,71.87
17-Nov-18,71.78
18-Nov-18,71.78
19-Nov-18,71.45
20-Nov-18,71.43
21-Nov-18,71.09
22-Nov-18,70.67
23-Nov-18,70.53
24-Nov-18,70.65
25-Nov-18,70.67
26-Nov-18,70.76
27-Nov-18,70.93
28-Nov-18,70.66
29-Nov-18,69.78
30-Nov-18,69.69
01-Dec-18,69.77
02-Dec-18,69.77
03-Dec-18,70.43
04-Dec-18,70.51
05-Dec-18,70.68
06-Dec-18,70.72
07-Dec-18,71.16
08-Dec-18,71.37
09-Dec-18,71.37
10-Dec-18,72.43
11-Dec-18,72.25
12-Dec-18,71.83
13-Dec-18,71.49
14-Dec-18,71.9
15-Dec-18,71.92
16-Dec-18,71.92
17-Dec-18,71.61
18-Dec-18,70.51
19-Dec-18,70.26
20-Dec-18,70.07
21-Dec-18,70.12
22-Dec-18,70.14
23-Dec-18,70.14
24-Dec-18,69.98
25-Dec-18,70.26
26-Dec-18,70.04
27-Dec-18,70.25
28-Dec-18,69.90
29-Dec-18,69.92
30-Dec-18,69.93
31-Dec-18,69.56
01-Jan-19,69.52
02-Jan-19,70.02
03-Jan-19,70.13
04-Jan-19,69.61
05-Jan-19,69.53
06-Jan-19,69.53
07-Jan-19,69.77
08-Jan-19,70.14
09-Jan-19,70.48
10-Jan-19,70.42
11-Jan-19,70.39
12-Jan-19,70.38
13-Jan-19,70.38
14-Jan-19,70.75
15-Jan-19,71.06
16-Jan-19,70.98
17-Jan-19,71.11
18-Jan-19,71.23
19-Jan-19,71.25
20-Jan-19,71.25
21-Jan-19,71.18
22-Jan-19,71.22
23-Jan-19,71.22
24-Jan-19,71.01
25-Jan-19,70.91
26-Jan-19,70.90
27-Jan-19,70.90
28-Jan-19,71.08
29-Jan-19,71.43
30-Jan-19,71.26
31-Jan-19,70.95
01-Feb-19,71.45
02-Feb-19,71.46
03-Feb-19,71.46
04-Feb-19,71.7
05-Feb-19,71.55
06-Feb-19,71.56
07-Feb-19,71.35
08-Feb-19,71.21
09-Feb-19,71.17
10-Feb-19,71.17
11-Feb-19,71.17
12-Feb-19,70.57
13-Feb-19,70.85
14-Feb-19,71.15
15-Feb-19,71.36
16-Feb-19,71.33
17-Feb-19,71.33
18-Feb-19,71.38
19-Feb-19,71.30
20-Feb-19,70.99
21-Feb-19,71.18
22-Feb-19,71.02
23-Feb-19,71.03
25-Feb-19,70.82
26-Feb-19,71.05
27-Feb-19,71.15
28-Feb-19,70.85
01-Mar-19,70.93
02-Mar-19,71
03-Mar-19,71
04-Mar-19,70.93
05-Mar-19,70.58
06-Mar-19,70.09
07-Mar-19,70.13
08-Mar-19,69.97
09-Mar-19,69.99
10-Mar-19,70.01
11-Mar-19,69.84
12-Mar-19,69.60
13-Mar-19,69.49
14-Mar-19,69.33
15-Mar-19,68.98
16-Mar-19,68.96
17-Mar-19,68.96
18-Mar-19,68.64
19-Mar-19,69.04
20-Mar-19,68.80
21-Mar-19,68.82
22-Mar-19,69.22
23-Mar-19,69.17
24-Mar-19,69.17
25-Mar-19,68.89
26-Mar-19,68.96
27-Mar-19,69.05
28-Mar-19,69.19
29-Mar-19,69.32
30-Mar-19,69.44
31-Mar-19,69.44
01-Apr-19,69.20
02-Apr-19,68.90
03-Apr-19,68.41
04-Apr-19,68.96
05-Apr-19,69.16
07-Apr-19,69.23
08-Apr-19,69.58
09-Apr-19,69.27
10-Apr-19,69.14
11-Apr-19,69.01
12-Apr-19,69.22
13-Apr-19,69.19
14-Apr-19,69.17
15-Apr-19,69.40
16-Apr-19,69.53
17-Apr-19,69.41
18-Apr-19,69.40
19-Apr-19,69.36
20-Apr-19,69.39
21-Apr-19,69.39
22-Apr-19,69.65
23-Apr-19,69.76
24-Apr-19,69.96
25-Apr-19,70.25
26-Apr-19,69.79
27-Apr-19,69.85
28-Apr-19,69.85
29-Apr-19,69.83
30-Apr-19,69.55
01-May-19,69.56
02-May-19,69.41
03-May-19,69.15
04-May-19,69.17
05-May-19,69.17
06-May-19,69.37
07-May-19,69.60
08-May-19,69.73
09-May-19,70.14
10-May-19,70.01
11-May-19,69.93
12-May-19,69.93
13-May-19,70.54
14-May-19,70.31
15-May-19,70.25
16-May-19,70.16
17-May-19,70.33
18-May-19,70.34
19-May-19,70.34
20-May-19,69.77
21-May-19,69.63
22-May-19,69.72
23-May-19,69.66
24-May-19,69.38
25-May-19,69.38
26-May-19,69.37
27-May-19,69.47
28-May-19,69.59
29-May-19,69.86
30-May-19,69.79
31-May-19,69.58
01-Jun-19,69.57
02-Jun-19,69.58
03-Jun-19,69.16
04-Jun-19,69.39
05-Jun-19,69.38
06-Jun-19,69.22
07-Jun-19,69.33
08-Jun-19,69.39
09-Jun-19,69.39
10-Jun-19,69.48
11-Jun-19,69.40
12-Jun-19,69.38
13-Jun-19,69.51
14-Jun-19,69.83
15-Jun-19,69.83
16-Jun-19,69.83
17-Jun-19,69.84
18-Jun-19,69.48
19-Jun-19,69.68
20-Jun-19,69.55
21-Jun-19,69.56
22-Jun-19,69.58
23-Jun-19,69.58
24-Jun-19,69.27
25-Jun-19,69.25
26-Jun-19,69.16
27-Jun-19,69.03
28-Jun-19,68.92
29-Jun-19,68.95
30-Jun-19,68.95
01-Jul-19,68.90
02-Jul-19,68.89
03-Jul-19,68.8
04-Jul-19,68.56
05-Jul-19,68.55
06-Jul-19,68.45
07-Jul-19,68.45
08-Jul-19,68.59
09-Jul-19,68.57
10-Jul-19,68.36
11-Jul-19,68.44
12-Jul-19,68.56
13-Jul-19,68.56
14-Jul-19,68.56
15-Jul-19,68.53
16-Jul-19,68.70
17-Jul-19,68.84
18-Jul-19,68.86
19-Jul-19,68.85
20-Jul-19,68.86
21-Jul-19,68.86
22-Jul-19,68.91
23-Jul-19,69.04
24-Jul-19,68.95
25-Jul-19,69.08
26-Jul-19,69.10
27-Jul-19,68.86
28-Jul-19,68.86
29-Jul-19,68.74
30-Jul-19,68.88
31-Jul-19,68.87
01-Aug-19,68.95
02-Aug-19,69.62
03-Aug-19,69.66
04-Aug-19,69.66
05-Aug-19,70.93
06-Aug-19,71.05
07-Aug-19,71.07
08-Aug-19,70.43
09-Aug-19,71.09
10-Aug-19,71.04
11-Aug-19,71.04
12-Aug-19,71.25
13-Aug-19,71.08
14-Aug-19,71.55
15-Aug-19,71.52
16-Aug-19,71.22
18-Aug-19,71.14
19-Aug-19,71.59
20-Aug-19,71.52
21-Aug-19,71.41
22-Aug-19,71.92
23-Aug-19,71.70
24-Aug-19,71.51
25-Aug-19,71.51
26-Aug-19,71.76
27-Aug-19,71.53
28-Aug-19,71.77
29-Aug-19,71.65
30-Aug-19,71.74
31-Aug-19,71.73
01-Sep-19,71.73
02-Sep-19,72.02
03-Sep-19,72.18
04-Sep-19,72.00
05-Sep-19,71.83
06-Sep-19,71.6
07-Sep-19,71.64
08-Sep-19,71.64
09-Sep-19,71.73
10-Sep-19,71.85
11-Sep-19,71.52
12-Sep-19,71.00
13-Sep-19,70.98
14-Sep-19,71.03
15-Sep-19,71.03
16-Sep-19,71.61
17-Sep-19,71.53
18-Sep-19,71.08
19-Sep-19,71.35
20-Sep-19,71.03
21-Sep-19,71.19
22-Sep-19,71.19
23-Sep-19,70.79
24-Sep-19,70.96
25-Sep-19,71.03
26-Sep-19,70.99
27-Sep-19,70.66
28-Sep-19,70.65
29-Sep-19,70.50
30-Sep-19,70.66
01-Oct-19,71.09
02-Oct-19,71.21
03-Oct-19,71.04
04-Oct-19,70.83
05-Oct-19,70.82
06-Oct-19,70.82
07-Oct-19,71.04
08-Oct-19,71.21
09-Oct-19,71.10
10-Oct-19,70.88
11-Oct-19,70.90
12-Oct-19,71.05
13-Oct-19,70.92
14-Oct-19,71.20
15-Oct-19,71.49
16-Oct-19,71.40
17-Oct-19,71.15
18-Oct-19,71.09
19-Oct-19,71.09
20-Oct-19,71.09
21-Oct-19,70.91
22-Oct-19,70.78
23-Oct-19,70.72
24-Oct-19,70.95
25-Oct-19,70.82
26-Oct-19,70.84
27-Oct-19,70.84
28-Oct-19,70.71
29-Oct-19,70.88
30-Oct-19,70.96
31-Oct-19,71.09
01-Nov-19,70.54
02-Nov-19,70.70
03-Nov-19,70.52
04-Nov-19,70.80
05-Nov-19,70.85
06-Nov-19,71.13
07-Nov-19,71.06
08-Nov-19,71.33
09-Nov-19,71.37
10-Nov-19,71.37
11-Nov-19,71.59
12-Nov-19,71.76
13-Nov-19,72.20
14-Nov-19,72.00
15-Nov-19,71.64
16-Nov-19,71.65
18-Nov-19,71.92
19-Nov-19,71.83
20-Nov-19,71.74
21-Nov-19,71.75
22-Nov-19,71.76
23-Nov-19,71.79
24-Nov-19,71.79
25-Nov-19,71.7
26-Nov-19,71.51
27-Nov-19,71.26
28-Nov-19,71.58
29-Nov-19,71.78
30-Nov-19,71.75
01-Dec-19,71.75
02-Dec-19,71.65
03-Dec-19,71.73
04-Dec-19,71.50
05-Dec-19,71.23
06-Dec-19,71.27
07-Dec-19,71.29
08-Dec-19,71.29
09-Dec-19,71.02
10-Dec-19,70.84
11-Dec-19,70.76
12-Dec-19,70.66
13-Dec-19,70.71
14-Dec-19,70.68
15-Dec-19,70.68
16-Dec-19,70.88
17-Dec-19,71.05
18-Dec-19,71.02
19-Dec-19,71.13
20-Dec-19,71.05
21-Dec-19,71.12
22-Dec-19,71.12
23-Dec-19,71.25
24-Dec-19,71.24
25-Dec-19,71.20
26-Dec-19,71.28
27-Dec-19,71.45
28-Dec-19,71.42
29-Dec-19,71.42
30-Dec-19,71.30
31-Dec-19,71.18
01-Jan-20,71.16
02-Jan-20,71.34
03-Jan-20,71.75
04-Jan-20,71.76
05-Jan-20,71.76
06-Jan-20,71.87
07-Jan-20,71.83
08-Jan-20,71.36
09-Jan-20,71.15
10-Jan-20,70.93
11-Jan-20,70.99
12-Jan-20,70.98
13-Jan-20,70.75
14-Jan-20,70.85
15-Jan-20,70.72
16-Jan-20,70.97
17-Jan-20,71.09
18-Jan-20,71.04
19-Jan-20,71.04
20-Jan-20,71.01
21-Jan-20,71.16
22-Jan-20,71.10
23-Jan-20,71.44
24-Jan-20,71.30
25-Jan-20,71.32
26-Jan-20,71.32
27-Jan-20,71.45
28-Jan-20,71.21
29-Jan-20,71.37
30-Jan-20,71.55
31-Jan-20,71.5
01-Feb-20,71.49
02-Feb-20,71.49
03-Feb-20,71.35
04-Feb-20,71.11
05-Feb-20,71.18
06-Feb-20,71.21
07-Feb-20,71.49
08-Feb-20,71.51
09-Feb-20,71.51
10-Feb-20,71.28
11-Feb-20,71.26
12-Feb-20,71.31
13-Feb-20,71.27
14-Feb-20,71.50
15-Feb-20,71.52
16-Feb-20,71.52
17-Feb-20,71.35
18-Feb-20,71.53
19-Feb-20,71.58
20-Feb-20,71.91
21-Feb-20,71.83
22-Feb-20,71.88
23-Feb-20,71.88
24-Feb-20,72.09
25-Feb-20,71.82
26-Feb-20,71.6
27-Feb-20,71.64
28-Feb-20,72.50
29-Feb-20,72.17
01-Mar-20,72.17
02-Mar-20,72.73
03-Mar-20,72.96
04-Mar-20,73.57
05-Mar-20,73.63
06-Mar-20,74.22
07-Mar-20,74.00
08-Mar-20,74.00
09-Mar-20,74.38
10-Mar-20,73.87
11-Mar-20,74.08
12-Mar-20,74.60
13-Mar-20,74.01
14-Mar-20,73.95
15-Mar-20,73.95
16-Mar-20,74.06
17-Mar-20,74.18
18-Mar-20,75.09
19-Mar-20,74.8
20-Mar-20,75.47
21-Mar-20,75.62
22-Mar-20,75.62
23-Mar-20,76.41
24-Mar-20,76.07
25-Mar-20,75.97
26-Mar-20,74.85
27-Mar-20,75.07
28-Mar-20,74.87
29-Mar-20,75.47
30-Mar-20,75.35
31-Mar-20,75.44
01-Apr-20,76.59
02-Apr-20,76.17
03-Apr-20,76.38
05-Apr-20,76.41
06-Apr-20,75.94
07-Apr-20,75.53
08-Apr-20,75.88
09-Apr-20,75.88
10-Apr-20,76.14
11-Apr-20,76.17
12-Apr-20,76.17
13-Apr-20,76.34
14-Apr-20,75.98
15-Apr-20,76.52
16-Apr-20,76.80
17-Apr-20,76.58
18-Apr-20,76.50
19-Apr-20,76.50
20-Apr-20,76.61
21-Apr-20,77.05
22-Apr-20,76.44
23-Apr-20,75.95
24-Apr-20,76.42
25-Apr-20,76.30
26-Apr-20,76.28
27-Apr-20,76.19
28-Apr-20,76.06
29-Apr-20,75.33
30-Apr-20,75.23
01-May-20,75.86
02-May-20,75.83
03-May-20,75.60
04-May-20,75.66
05-May-20,75.67
06-May-20,76.04
07-May-20,75.70
08-May-20,75.50
09-May-20,75.50
10-May-20,75.53
11-May-20,75.92
12-May-20,75.14
13-May-20,75.38
14-May-20,75.54
15-May-20,75.82
18-May-20,75.7
19-May-20,75.66
20-May-20,75.60
21-May-20,75.64
22-May-20,75.98
25-May-20,75.85
26-May-20,75.55
27-May-20,75.91
28-May-20,75.64
29-May-20,75.61
30-May-20,75.52
31-May-20,75.52
01-Jun-20,75.56
02-Jun-20,75.11
03-Jun-20,75.33
04-Jun-20,75.45
05-Jun-20,75.60
06-Jun-20,75.56
07-Jun-20,75.56
08-Jun-20,75.44
09-Jun-20,75.49
10-Jun-20,75.69
11-Jun-20,76.17
12-Jun-20,75.98
13-Jun-20,75.95
14-Jun-20,75.95
15-Jun-20,75.97
16-Jun-20,76.23
17-Jun-20,76.19
18-Jun-20,76.37
19-Jun-20,76.28
20-Jun-20,76.25
21-Jun-20,76.25
22-Jun-20,75.71
23-Jun-20,75.59
24-Jun-20,75.67
25-Jun-20,75.56
26-Jun-20,75.59
27-Jun-20,75.62
28-Jun-20,75.62
29-Jun-20,75.50
30-Jun-20,75.53
01-Jul-20,75.53
02-Jul-20,74.79
03-Jul-20,74.64
04-Jul-20,74.67
05-Jul-20,74.67
06-Jul-20,74.64
07-Jul-20,74.84
08-Jul-20,74.90
09-Jul-20,75.14
10-Jul-20,75.19
11-Jul-20,75.19
12-Jul-20,75.19
13-Jul-20,75.16
14-Jul-20,75.25
15-Jul-20,75.13
16-Jul-20,75.15
17-Jul-20,74.93
20-Jul-20,74.78
21-Jul-20,74.50
22-Jul-20,74.60
23-Jul-20,74.80
24-Jul-20,74.77
25-Jul-20,74.72
26-Jul-20,74.72
27-Jul-20,74.77
28-Jul-20,74.86
29-Jul-20,74.90
30-Jul-20,74.86
31-Jul-20,74.92
01-Aug-20,74.92
02-Aug-20,74.92
03-Aug-20,75.23
04-Aug-20,75.05
05-Aug-20,74.85
06-Aug-20,74.94
07-Aug-20,75.06
09-Aug-20,74.97
10-Aug-20,74.90
11-Aug-20,74.59
12-Aug-20,74.81
13-Aug-20,74.83
14-Aug-20,74.83
15-Aug-20,74.85
16-Aug-20,74.85
17-Aug-20,74.77
18-Aug-20,74.61
19-Aug-20,74.85
20-Aug-20,75.04
21-Aug-20,74.97
22-Aug-20,74.92
23-Aug-20,74.92
24-Aug-20,74.17
25-Aug-20,74.24
26-Aug-20,74.24
27-Aug-20,73.88
28-Aug-20,73.21
29-Aug-20,73.12
30-Aug-20,73.12
31-Aug-20,73.37
01-Sep-20,73.09
02-Sep-20,73.27
03-Sep-20,73.46
04-Sep-20,73.24
05-Sep-20,73.24
06-Sep-20,73.24
07-Sep-20,73.46
08-Sep-20,73.65
09-Sep-20,73.31
10-Sep-20,73.54
11-Sep-20,73.43
12-Sep-20,73.47
13-Sep-20,73.47
14-Sep-20,73.39
15-Sep-20,73.60
16-Sep-20,73.46
17-Sep-20,73.62
18-Sep-20,73.54
19-Sep-20,73.61
20-Sep-20,73.61
21-Sep-20,73.58
22-Sep-20,73.54
23-Sep-20,73.54
24-Sep-20,73.73
25-Sep-20,73.76
26-Sep-20,73.69
27-Sep-20,73.69
28-Sep-20,73.81
29-Sep-20,73.77
30-Sep-20,73.56
01-Oct-20,73.22
02-Oct-20,73.30
03-Oct-20,73.32
04-Oct-20,73.32
05-Oct-20,73.11
06-Oct-20,73.47
07-Oct-20,73.36
08-Oct-20,73.32
09-Oct-20,72.98
10-Oct-20,72.96
11-Oct-20,72.96
12-Oct-20,73.37
13-Oct-20,73.42
14-Oct-20,73.32
15-Oct-20,73.45
16-Oct-20,73.43
19-Oct-20,73.35
20-Oct-20,73.47
21-Oct-20,73.60
22-Oct-20,73.66
23-Oct-20,73.85
24-Oct-20,73.83
25-Oct-20,73.83
26-Oct-20,73.95
27-Oct-20,73.73
28-Oct-20,74.21
29-Oct-20,74.40
30-Oct-20,74.59
02-Nov-20,74.55
03-Nov-20,74.63
04-Nov-20,74.34
05-Nov-20,73.87
06-Nov-20,73.97
07-Nov-20,73.98
08-Nov-20,73.98
09-Nov-20,74.02
10-Nov-20,74.34
11-Nov-20,74.51
12-Nov-20,74.59
13-Nov-20,74.58
14-Nov-20,74.53
15-Nov-20,74.53
16-Nov-20,74.38
17-Nov-20,74.43
18-Nov-20,74.10
19-Nov-20,74.14
20-Nov-20,74.12
21-Nov-20,74.16
22-Nov-20,74.16
23-Nov-20,74.23
24-Nov-20,74.03
25-Nov-20,73.79
26-Nov-20,73.81
27-Nov-20,74.01
28-Nov-20,73.96
29-Nov-20,73.96
30-Nov-20,74.01
01-Dec-20,73.50
02-Dec-20,73.71
03-Dec-20,73.82
04-Dec-20,73.77
05-Dec-20,73.79
06-Dec-20,73.79
07-Dec-20,73.76
08-Dec-20,73.68
09-Dec-20,73.80
10-Dec-20,73.73
11-Dec-20,73.73
12-Dec-20,73.73
13-Dec-20,73.73
14-Dec-20,73.68
15-Dec-20,73.51
16-Dec-20,73.66
