Date,Rate
31-May-14,59.31
01-Jun-14,59.19
02-Jun-14,59.19
03-Jun-14,59.21
04-Jun-14,59.31
05-Jun-14,59.27
06-Jun-14,59.1
07-Jun-14,58.96
08-Jun-14,59.17
09-Jun-14,59.17
10-Jun-14,59.23
11-Jun-14,59.26
12-Jun-14,59.33
13-Jun-14,59.29
14-Jun-14,59.75
15-Jun-14,59.71
16-Jun-14,59.71
17-Jun-14,60.14
18-Jun-14,60.33
19-Jun-14,60.19
20-Jun-14,60.21
21-Jun-14,60.22
22-Jun-14,60.17
23-Jun-14,60.17
24-Jun-14,60.08
25-Jun-14,60.17
26-Jun-14,60.02
27-Jun-14,60.16
28-Jun-14,60.03
29-Jun-14,60.04
30-Jun-14,60.04
01-Jul-14,60.05
02-Jul-14,59.94
03-Jul-14,59.61
04-Jul-14,59.62
05-Jul-14,59.78
06-Jul-14,59.72
07-Jul-14,59.72
08-Jul-14,59.97
09-Jul-14,59.73
10-Jul-14,59.75
11-Jul-14,60.07
12-Jul-14,60.09
13-Jul-14,60.09
14-Jul-14,60.09
15-Jul-14,60.06
16-Jul-14,60.17
17-Jul-14,60.12
18-Jul-14,60.4
19-Jul-14,60.33
20-Jul-14,60.28
21-Jul-14,60.28
22-Jul-14,60.29
23-Jul-14,60.13
24-Jul-14,59.99
25-Jul-14,60.06
26-Jul-14,60.05
27-Jul-14,60.06
28-Jul-14,60.06
29-Jul-14,60.08
30-Jul-14,60.21
31-Jul-14,60.47
01-Aug-14,60.81
02-Aug-14,60.97
03-Aug-14,61.21
04-Aug-14,61.21
05-Aug-14,60.96
06-Aug-14,61.08
07-Aug-14,61.32
08-Aug-14,61.45
09-Aug-14,61.1
10-Aug-14,61.14
11-Aug-14,61.14
12-Aug-14,61.16
13-Aug-14,61.31
14-Aug-14,61.08
15-Aug-14,60.87
16-Aug-14,60.97
17-Aug-14,60.78
18-Aug-14,60.78
19-Aug-14,60.79
20-Aug-14,60.76
21-Aug-14,60.59
22-Aug-14,60.52
23-Aug-14,60.4
25-Aug-14,60.47
26-Aug-14,60.52
27-Aug-14,60.51
28-Aug-14,60.35
29-Aug-14,60.65
30-Aug-14,60.61
31-Aug-14,60.52
01-Sep-14,60.52
02-Sep-14,60.49
03-Sep-14,60.59
04-Sep-14,60.43
05-Sep-14,60.49
06-Sep-14,60.25
08-Sep-14,60.39
09-Sep-14,60.38
10-Sep-14,60.81
11-Sep-14,60.82
12-Sep-14,60.82
13-Sep-14,60.65
14-Sep-14,60.65
15-Sep-14,61.04
16-Sep-14,61.06
17-Sep-14,61.06
18-Sep-14,60.83
19-Sep-14,60.75
20-Sep-14,60.88
21-Sep-14,60.86
22-Sep-14,60.86
23-Sep-14,61.02
24-Sep-14,61.06
26-Sep-14,61.48
27-Sep-14,61.43
28-Sep-14,61.14
29-Sep-14,61.14
30-Sep-14,61.62
01-Oct-14,61.94
02-Oct-14,61.83
03-Oct-14,61.54
04-Oct-14,61.54
05-Oct-14,61.54
06-Oct-14,61.54
07-Oct-14,61.28
08-Oct-14,61.28
09-Oct-14,61.45
10-Oct-14,61.1
11-Oct-14,61.13
12-Oct-14,61.28
13-Oct-14,61.28
14-Oct-14,60.99
15-Oct-14,61.39
16-Oct-14,61.4
17-Oct-14,61.65
18-Oct-14,61.25
19-Oct-14,61.36
20-Oct-14,61.36
21-Oct-14,61.23
22-Oct-14,61.12
23-Oct-14,61.22
24-Oct-14,61.18
25-Oct-14,61.08
26-Oct-14,61.17
27-Oct-14,61.17
28-Oct-14,61.32
29-Oct-14,61.19
30-Oct-14,61.22
31-Oct-14,61.36
01-Nov-14,61.39
02-Nov-14,61.40
03-Nov-14,61.40
04-Nov-14,61.4
05-Nov-14,61.36
06-Nov-14,61.45
07-Nov-14,61.45
08-Nov-14,61.43
09-Nov-14,61.52
10-Nov-14,61.52
11-Nov-14,61.59
12-Nov-14,61.51
13-Nov-14,61.4
14-Nov-14,61.55
15-Nov-14,61.7
16-Nov-14,61.71
17-Nov-14,61.71
18-Nov-14,61.79
19-Nov-14,61.72
20-Nov-14,62
21-Nov-14,61.94
22-Nov-14,61.63
23-Nov-14,61.76
24-Nov-14,61.76
25-Nov-14,61.86
26-Nov-14,61.87
27-Nov-14,61.76
28-Nov-14,61.8
29-Nov-14,62.22
30-Nov-14,62.21
01-Dec-14,62.21
02-Dec-14,61.97
03-Dec-14,61.81
04-Dec-14,61.9
05-Dec-14,61.82
06-Dec-14,61.95
07-Dec-14,61.91
08-Dec-14,61.91
09-Dec-14,61.82
10-Dec-14,62.01
11-Dec-14,62.11
12-Dec-14,62.52
13-Dec-14,62.62
14-Dec-14,62.52
15-Dec-14,62.52
16-Dec-14,63.32
17-Dec-14,64.01
18-Dec-14,63.41
19-Dec-14,62.99
20-Dec-14,63.39
21-Dec-14,63.29
22-Dec-14,63.29
23-Dec-14,63.13
24-Dec-14,63.43
25-Dec-14,63.45
26-Dec-14,63.47
27-Dec-14,63.69
28-Dec-14,63.61
29-Dec-14,63.61
30-Dec-14,63.68
31-Dec-14,63.28
04-Jan-15,63.28
05-Jan-15,63.28
06-Jan-15,63.43
07-Jan-15,63.34
08-Jan-15,63.29
09-Jan-15,62.49
10-Jan-15,62.16
11-Jan-15,62.35
12-Jan-15,62.35
13-Jan-15,62.08
14-Jan-15,62
15-Jan-15,62.13
16-Jan-15,61.86
17-Jan-15,61.61
18-Jan-15,61.87
19-Jan-15,61.87
20-Jan-15,61.64
21-Jan-15,61.70
22-Jan-15,61.56
23-Jan-15,61.36
24-Jan-15,61.43
25-Jan-15,61.44
26-Jan-15,61.44
27-Jan-15,61.46
28-Jan-15,61.4
29-Jan-15,61.32
30-Jan-15,61.95
31-Jan-15,62.16
01-Feb-15,62.02
02-Feb-15,62.02
03-Feb-15,61.70
04-Feb-15,61.62
05-Feb-15,61.75
06-Feb-15,61.68
07-Feb-15,61.98
08-Feb-15,61.97
09-Feb-15,61.97
10-Feb-15,62.11
11-Feb-15,62.32
12-Feb-15,62.49
13-Feb-15,62.07
14-Feb-15,62.04
15-Feb-15,62.07
16-Feb-15,62.07
17-Feb-15,62.14
18-Feb-15,62.15
19-Feb-15,62.23
20-Feb-15,62.09
21-Feb-15,62.25
22-Feb-15,62.10
23-Feb-15,62.10
24-Feb-15,62.16
25-Feb-15,62
26-Feb-15,61.85
27-Feb-15,61.75
28-Feb-15,61.68
01-Mar-15,61.65
02-Mar-15,61.65
03-Mar-15,61.88
04-Mar-15,61.78
05-Mar-15,62.29
06-Mar-15,62.26
07-Mar-15,62.81
08-Mar-15,62.46
09-Mar-15,62.46
10-Mar-15,62.70
11-Mar-15,62.87
12-Mar-15,62.86
13-Mar-15,62.55
14-Mar-15,63.07
15-Mar-15,63.08
16-Mar-15,63.08
17-Mar-15,62.79
18-Mar-15,62.73
19-Mar-15,62.66
20-Mar-15,62.48
21-Mar-15,62.22
22-Mar-15,62.41
23-Mar-15,62.41
24-Mar-15,62.16
25-Mar-15,62.35
26-Mar-15,62.38
27-Mar-15,62.85
28-Mar-15,62.50
29-Mar-15,62.52
30-Mar-15,62.52
31-Mar-15,62.50
01-Apr-15,62.32
02-Apr-15,62.15
03-Apr-15,62.15
04-Apr-15,61.99
05-Apr-15,62.06
06-Apr-15,62.06
07-Apr-15,62.18
08-Apr-15,62.25
09-Apr-15,62.25
10-Apr-15,62.25
11-Apr-15,62.22
12-Apr-15,62.27
13-Apr-15,62.27
14-Apr-15,62.43
15-Apr-15,62.29
16-Apr-15,62.31
17-Apr-15,62.29
18-Apr-15,62.48
19-Apr-15,62.55
20-Apr-15,62.55
21-Apr-15,63.16
22-Apr-15,62.88
23-Apr-15,62.91
24-Apr-15,63.23
25-Apr-15,63.73
26-Apr-15,63.66
27-Apr-15,63.66
28-Apr-15,63.31
29-Apr-15,63.04
30-Apr-15,63.45
01-May-15,63.55
02-May-15,63.71
03-May-15,63.53
04-May-15,63.53
05-May-15,63.60
06-May-15,63.33
07-May-15,63.67
08-May-15,64.11
09-May-15,63.7
10-May-15,63.71
11-May-15,63.71
12-May-15,63.90
13-May-15,64.21
14-May-15,63.95
15-May-15,63.34
16-May-15,63.35
17-May-15,63.44
18-May-15,63.44
19-May-15,63.60
20-May-15,63.77
21-May-15,63.66
22-May-15,63.52
23-May-15,63.47
24-May-15,63.49
25-May-15,63.49
26-May-15,63.49
27-May-15,63.88
28-May-15,63.91
29-May-15,63.74
30-May-15,63.70
31-May-15,63.74
01-Jun-15,63.74
02-Jun-15,63.61
03-Jun-15,63.66
04-Jun-15,64.04
05-Jun-15,63.99
06-Jun-15,64.10
07-Jun-15,63.76
08-Jun-15,63.76
09-Jun-15,63.95
10-Jun-15,64.03
11-Jun-15,63.79
12-Jun-15,64.00
13-Jun-15,64.02
14-Jun-15,64.09
15-Jun-15,64.09
16-Jun-15,64.04
17-Jun-15,64.21
18-Jun-15,64.13
19-Jun-15,63.60
20-Jun-15,63.45
21-Jun-15,63.49
22-Jun-15,63.49
23-Jun-15,63.48
24-Jun-15,63.58
25-Jun-15,63.51
26-Jun-15,63.50
27-Jun-15,63.59
28-Jun-15,63.45
29-Jun-15,63.45
30-Jun-15,63.67
01-Jul-15,63.64
02-Jul-15,63.59
03-Jul-15,63.36
04-Jul-15,63.43
05-Jul-15,63.48
06-Jul-15,63.41
07-Jul-15,63.25
08-Jul-15,63.55
09-Jul-15,63.49
10-Jul-15,63.31
11-Jul-15,63.32
12-Jul-15,63.35
13-Jul-15,63.35
14-Jul-15,63.43
15-Jul-15,63.33
16-Jul-15,63.49
17-Jul-15,63.44
18-Jul-15,63.47
19-Jul-15,63.48
20-Jul-15,63.48
21-Jul-15,63.58
22-Jul-15,63.56
23-Jul-15,63.65
24-Jul-15,63.82
25-Jul-15,64.05
26-Jul-15,64.10
27-Jul-15,64.10
28-Jul-15,64.21
29-Jul-15,63.78
30-Jul-15,63.8
31-Jul-15,64.13
01-Aug-15,63.94
02-Aug-15,63.98
03-Aug-15,63.98
04-Aug-15,64.10
05-Aug-15,63.79
06-Aug-15,63.71
07-Aug-15,63.70
08-Aug-15,63.74
09-Aug-15,63.73
10-Aug-15,63.73
11-Aug-15,63.75
12-Aug-15,64.43
13-Aug-15,65.07
14-Aug-15,65.26
15-Aug-15,65.07
16-Aug-15,65.12
17-Aug-15,65.12
18-Aug-15,65.40
19-Aug-15,65.47
20-Aug-15,65.20
21-Aug-15,65.49
22-Aug-15,66.21
23-Aug-15,66.03
24-Aug-15,66.03
25-Aug-15,66.93
26-Aug-15,66.08
27-Aug-15,66.12
28-Aug-15,66.00
29-Aug-15,66.19
30-Aug-15,66.15
31-Aug-15,66.15
01-Sep-15,66.34
02-Sep-15,66.35
03-Sep-15,66.16
04-Sep-15,66.10
05-Sep-15,66.66
06-Sep-15,66.68
07-Sep-15,66.68
08-Sep-15,66.90
09-Sep-15,66.47
10-Sep-15,66.47
11-Sep-15,66.37
12-Sep-15,66.34
13-Sep-15,66.24
14-Sep-15,66.24
15-Sep-15,66.31
16-Sep-15,66.38
17-Sep-15,66.18
18-Sep-15,66.10
19-Sep-15,65.72
20-Sep-15,65.86
21-Sep-15,65.86
22-Sep-15,65.68
23-Sep-15,65.87
24-Sep-15,66.21
25-Sep-15,66.19
26-Sep-15,66.13
27-Sep-15,66.17
28-Sep-15,66.17
29-Sep-15,66.3
30-Sep-15,65.86
01-Oct-15,65.52
02-Oct-15,65.59
03-Oct-15,65.25
04-Oct-15,65.36
05-Oct-15,65.36
06-Oct-15,65.13
07-Oct-15,65.2
08-Oct-15,64.88
09-Oct-15,64.89
10-Oct-15,64.74
11-Oct-15,64.77
12-Oct-15,64.77
13-Oct-15,64.74
14-Oct-15,65.11
15-Oct-15,64.88
16-Oct-15,64.76
17-Oct-15,64.77
18-Oct-15,64.70
19-Oct-15,64.70
20-Oct-15,64.92
21-Oct-15,64.97
22-Oct-15,65.18
23-Oct-15,64.89
24-Oct-15,65.04
25-Oct-15,64.89
26-Oct-15,64.89
27-Oct-15,64.79
28-Oct-15,65.08
29-Oct-15,64.88
30-Oct-15,65.45
31-Oct-15,65.40
01-Nov-15,65.42
02-Nov-15,65.42
03-Nov-15,65.59
04-Nov-15,65.58
05-Nov-15,65.5
06-Nov-15,65.9
07-Nov-15,66.11
08-Nov-15,66.14
09-Nov-15,66.14
10-Nov-15,66.45
11-Nov-15,66.22
12-Nov-15,66.13
13-Nov-15,66.15
14-Nov-15,66.12
15-Nov-15,66.05
16-Nov-15,66.05
17-Nov-15,66.02
18-Nov-15,65.96
19-Nov-15,66.14
20-Nov-15,66.06
21-Nov-15,66.12
22-Nov-15,66.05
23-Nov-15,66.05
24-Nov-15,66.38
25-Nov-15,66.32
26-Nov-15,66.33
27-Nov-15,66.66
28-Nov-15,66.88
29-Nov-15,66.90
30-Nov-15,66.90
01-Dec-15,66.43
02-Dec-15,66.46
03-Dec-15,66.54
04-Dec-15,66.83
05-Dec-15,66.66
06-Dec-15,66.64
07-Dec-15,66.64
08-Dec-15,66.76
09-Dec-15,66.85
10-Dec-15,66.83
11-Dec-15,66.69
12-Dec-15,67.11
13-Dec-15,67.14
14-Dec-15,67.14
15-Dec-15,67.09
16-Dec-15,66.80
17-Dec-15,66.58
18-Dec-15,66.31
19-Dec-15,66.23
20-Dec-15,66.25
21-Dec-15,66.25
22-Dec-15,66.20
23-Dec-15,66.20
24-Dec-15,66.07
25-Dec-15,66.01
26-Dec-15,66.1
27-Dec-15,65.94
28-Dec-15,65.94
29-Dec-15,66.10
30-Dec-15,66.28
31-Dec-15,66.44
01-Jan-16,66.20
02-Jan-16,66.20
03-Jan-16,66.20
04-Jan-16,66.20
05-Jan-16,66.56
06-Jan-16,66.50
07-Jan-16,66.72
08-Jan-16,66.61
09-Jan-16,66.93
10-Jan-16,66.84
11-Jan-16,66.84
12-Jan-16,66.78
13-Jan-16,66.86
14-Jan-16,66.74
15-Jan-16,67.38
16-Jan-16,67.77
17-Jan-16,67.77
18-Jan-16,67.77
19-Jan-16,67.66
20-Jan-16,67.69
21-Jan-16,68.06
22-Jan-16,67.92
23-Jan-16,67.56
24-Jan-16,67.54
25-Jan-16,67.54
26-Jan-16,67.72
27-Jan-16,67.78
28-Jan-16,67.98
29-Jan-16,68.09
30-Jan-16,67.9
31-Jan-16,67.87
01-Feb-16,67.87
02-Feb-16,67.93
03-Feb-16,67.94
04-Feb-16,67.93
05-Feb-16,67.56
06-Feb-16,67.78
07-Feb-16,67.80
08-Feb-16,67.80
09-Feb-16,67.99
10-Feb-16,67.88
11-Feb-16,67.89
12-Feb-16,68.44
13-Feb-16,68.13
14-Feb-16,68.11
15-Feb-16,68.11
16-Feb-16,68.15
17-Feb-16,68.47
18-Feb-16,68.32
19-Feb-16,68.54
20-Feb-16,68.76
21-Feb-16,68.54
22-Feb-16,68.54
23-Feb-16,68.53
24-Feb-16,68.56
25-Feb-16,68.54
26-Feb-16,68.84
27-Feb-16,68.83
28-Feb-16,68.73
29-Feb-16,68.73
01-Mar-16,68.22
02-Mar-16,67.75
03-Mar-16,67.37
04-Mar-16,67.14
05-Mar-16,66.89
06-Mar-16,66.93
07-Mar-16,66.93
08-Mar-16,66.97
09-Mar-16,67.31
10-Mar-16,67.08
11-Mar-16,67.19
12-Mar-16,66.95
13-Mar-16,66.92
14-Mar-16,66.92
15-Mar-16,67.13
16-Mar-16,67.35
17-Mar-16,67.23
18-Mar-16,66.47
19-Mar-16,66.34
20-Mar-16,66.38
21-Mar-16,66.38
22-Mar-16,66.53
23-Mar-16,66.60
24-Mar-16,66.9
25-Mar-16,66.83
26-Mar-16,66.87
27-Mar-16,66.91
28-Mar-16,66.91
29-Mar-16,66.59
30-Mar-16,66.32
31-Mar-16,66.22
01-Apr-16,66.17
02-Apr-16,66.32
03-Apr-16,66.36
04-Apr-16,66.36
05-Apr-16,66.05
06-Apr-16,66.42
07-Apr-16,66.57
08-Apr-16,66.72
09-Apr-16,66.52
10-Apr-16,66.55
11-Apr-16,66.55
12-Apr-16,66.31
13-Apr-16,66.30
14-Apr-16,66.50
15-Apr-16,66.67
16-Apr-16,66.49
17-Apr-16,66.66
18-Apr-16,66.66
19-Apr-16,66.46
20-Apr-16,66.16
21-Apr-16,66.12
22-Apr-16,66.45
23-Apr-16,66.66
24-Apr-16,66.66
25-Apr-16,66.66
26-Apr-16,66.68
27-Apr-16,66.40
28-Apr-16,66.51
29-Apr-16,66.43
30-Apr-16,66.42
01-May-16,66.42
02-May-16,66.42
03-May-16,66.35
04-May-16,66.47
05-May-16,66.63
06-May-16,66.55
07-May-16,66.57
08-May-16,66.60
09-May-16,66.60
10-May-16,66.71
11-May-16,66.61
12-May-16,66.53
13-May-16,66.74
14-May-16,66.98
15-May-16,66.92
16-May-16,66.92
17-May-16,66.81
18-May-16,66.85
19-May-16,67.02
20-May-16,67.48
21-May-16,67.42
22-May-16,67.43
23-May-16,67.43
24-May-16,67.45
25-May-16,67.71
26-May-16,67.24
27-May-16,66.94
28-May-16,66.97
29-May-16,67.03
30-May-16,67.03
31-May-16,67.11
01-Jun-16,67.14
02-Jun-16,67.45
03-Jun-16,67.25
04-Jun-16,66.92
05-Jun-16,66.99
06-Jun-16,66.99
07-Jun-16,66.81
08-Jun-16,66.72
09-Jun-16,66.50
10-Jun-16,66.72
11-Jun-16,66.92
12-Jun-16,66.95
13-Jun-16,66.95
14-Jun-16,67.19
15-Jun-16,67.37
16-Jun-16,67.1
17-Jun-16,67.31
18-Jun-16,67.09
19-Jun-16,67.07
20-Jun-16,67.07
21-Jun-16,67.56
22-Jun-16,67.69
23-Jun-16,67.49
24-Jun-16,67.29
25-Jun-16,67.83
26-Jun-16,67.88
27-Jun-16,67.88
28-Jun-16,67.92
29-Jun-16,67.77
30-Jun-16,67.43
01-Jul-16,67.50
02-Jul-16,67.19
03-Jul-16,67.18
04-Jul-16,67.18
05-Jul-16,67.27
06-Jul-16,67.41
07-Jul-16,67.43
08-Jul-16,67.49
09-Jul-16,67.16
10-Jul-16,67.13
11-Jul-16,67.13
12-Jul-16,67.16
13-Jul-16,66.99
14-Jul-16,67.01
15-Jul-16,66.83
16-Jul-16,67.09
17-Jul-16,67.14
18-Jul-16,67.14
19-Jul-16,67.14
20-Jul-16,67.18
21-Jul-16,67.17
22-Jul-16,67.16
23-Jul-16,67.18
24-Jul-16,67.15
25-Jul-16,67.15
26-Jul-16,67.42
27-Jul-16,67.36
28-Jul-16,67.14
29-Jul-16,66.99
30-Jul-16,66.76
31-Jul-16,66.65
01-Aug-16,66.65
02-Aug-16,66.71
03-Aug-16,66.66
04-Aug-16,66.80
05-Aug-16,66.84
06-Aug-16,66.84
07-Aug-16,66.84
08-Aug-16,66.84
09-Aug-16,66.82
10-Aug-16,66.77
11-Aug-16,66.76
12-Aug-16,66.76
13-Aug-16,66.90
14-Aug-16,66.90
15-Aug-16,66.90
16-Aug-16,66.86
17-Aug-16,66.86
18-Aug-16,66.97
19-Aug-16,66.85
20-Aug-16,67.14
21-Aug-16,67.13
22-Aug-16,67.13
23-Aug-16,67.19
24-Aug-16,67.06
25-Aug-16,67.01
26-Aug-16,67.03
27-Aug-16,67.09
28-Aug-16,67.13
29-Aug-16,67.13
30-Aug-16,67.11
31-Aug-16,67.15
01-Sep-16,66.94
02-Sep-16,66.61
03-Sep-16,66.59
04-Sep-16,66.79
05-Sep-16,66.58
06-Sep-16,66.46
07-Sep-16,66.26
08-Sep-16,66.41
09-Sep-16,66.64
10-Sep-16,66.89
11-Sep-16,66.78
12-Sep-16,66.79
13-Sep-16,67.03
14-Sep-16,67.08
15-Sep-16,66.83
16-Sep-16,66.86
17-Sep-16,67.10
18-Sep-16,67.07
19-Sep-16,67.07
20-Sep-16,66.97
21-Sep-16,67.00
22-Sep-16,66.99
23-Sep-16,66.61
24-Sep-16,66.66
25-Sep-16,66.70
26-Sep-16,66.70
27-Sep-16,66.60
28-Sep-16,66.42
29-Sep-16,66.47
30-Sep-16,66.84
01-Oct-16,66.62
02-Oct-16,66.55
03-Oct-16,66.55
04-Oct-16,66.51
05-Oct-16,66.59
06-Oct-16,66.55
07-Oct-16,66.69
08-Oct-16,66.64
09-Oct-16,66.60
10-Oct-16,66.47
11-Oct-16,66.83
12-Oct-16,66.82
13-Oct-16,66.76
14-Oct-16,66.65
15-Oct-16,66.71
16-Oct-16,66.71
17-Oct-16,66.79
18-Oct-16,66.71
19-Oct-16,66.63
20-Oct-16,66.84
21-Oct-16,66.94
22-Oct-16,66.92
23-Oct-16,66.92
24-Oct-16,66.89
25-Oct-16,66.81
26-Oct-16,66.83
27-Oct-16,66.86
28-Oct-16,66.79
29-Oct-16,66.77
30-Oct-16,66.79
31-Oct-16,66.71
01-Nov-16,66.72
02-Nov-16,66.72
03-Nov-16,66.68
04-Nov-16,66.75
05-Nov-16,66.79
06-Nov-16,66.79
07-Nov-16,66.74
08-Nov-16,66.37
09-Nov-16,66.49
10-Nov-16,67.05
11-Nov-16,67.72
12-Nov-16,67.56
13-Nov-16,67.56
14-Nov-16,67.94
15-Nov-16,67.81
16-Nov-16,68.08
17-Nov-16,67.93
18-Nov-16,68.13
19-Nov-16,68.19
20-Nov-16,68.17
21-Nov-16,68.22
22-Nov-16,68.41
23-Nov-16,68.88
24-Nov-16,68.76
25-Nov-16,68.58
26-Nov-16,68.51
27-Nov-16,68.51
28-Nov-16,68.57
29-Nov-16,68.63
30-Nov-16,68.56
01-Dec-16,68.34
02-Dec-16,68.05
03-Dec-16,68.03
04-Dec-16,68.02
05-Dec-16,68.08
06-Dec-16,67.70
07-Dec-16,67.51
08-Dec-16,67.42
09-Dec-16,67.51
10-Dec-16,67.47
11-Dec-16,67.47
12-Dec-16,67.40
13-Dec-16,67.5
14-Dec-16,67.46
15-Dec-16,67.90
16-Dec-16,67.82
17-Dec-16,67.84
18-Dec-16,67.84
19-Dec-16,67.83
20-Dec-16,68.00
21-Dec-16,67.80
22-Dec-16,67.86
23-Dec-16,67.85
24-Dec-16,67.84
25-Dec-16,67.84
26-Dec-16,67.77
27-Dec-16,67.99
28-Dec-16,68.21
29-Dec-16,67.91
30-Dec-16,67.90
31-Dec-16,67.95
01-Jan-17,67.95
02-Jan-17,68.14
03-Jan-17,68.36
04-Jan-17,67.90
05-Jan-17,67.76
06-Jan-17,68.11
07-Jan-17,68.11
08-Jan-17,68.14
09-Jan-17,68.09
10-Jan-17,68.26
11-Jan-17,68.27
12-Jan-17,67.98
13-Jan-17,68.17
14-Jan-17,68.18
15-Jan-17,68.16
16-Jan-17,68.09
17-Jan-17,67.91
18-Jan-17,68.11
19-Jan-17,68.09
20-Jan-17,68.04
21-Jan-17,68.08
22-Jan-17,68.07
23-Jan-17,68.1
24-Jan-17,68.13
25-Jan-17,68.04
26-Jan-17,68.18
27-Jan-17,68.07
28-Jan-17,68.10
29-Jan-17,68.10
30-Jan-17,67.80
31-Jan-17,67.48
01-Feb-17,67.45
02-Feb-17,67.20
03-Feb-17,67.13
04-Feb-17,67.18
05-Feb-17,67.16
06-Feb-17,67.20
07-Feb-17,67.35
08-Feb-17,67.04
09-Feb-17,66.74
10-Feb-17,66.82
11-Feb-17,66.85
12-Feb-17,66.85
13-Feb-17,66.99
14-Feb-17,66.88
15-Feb-17,66.84
16-Feb-17,67.13
17-Feb-17,67.1
18-Feb-17,67.08
19-Feb-17,67.07
20-Feb-17,66.90
21-Feb-17,67.02
22-Feb-17,66.98
23-Feb-17,66.68
24-Feb-17,66.69
25-Feb-17,66.64
26-Feb-17,66.64
27-Feb-17,66.7
28-Feb-17,66.68
01-Mar-17,66.77
02-Mar-17,66.80
03-Mar-17,66.78
04-Mar-17,66.78
05-Mar-17,66.78
06-Mar-17,66.64
07-Mar-17,66.62
08-Mar-17,66.76
09-Mar-17,66.65
10-Mar-17,66.62
11-Mar-17,66.55
12-Mar-17,66.49
13-Mar-17,66.17
14-Mar-17,65.79
15-Mar-17,65.56
16-Mar-17,65.42
17-Mar-17,65.42
18-Mar-17,65.47
19-Mar-17,65.47
20-Mar-17,65.32
21-Mar-17,65.41
22-Mar-17,65.41
23-Mar-17,65.45
24-Mar-17,65.40
25-Mar-17,65.40
26-Mar-17,65.40
27-Mar-17,65.05
28-Mar-17,65.04
29-Mar-17,64.87
30-Mar-17,64.78
31-Mar-17,64.85
02-Apr-17,64.80
03-Apr-17,65.02
04-Apr-17,65.03
05-Apr-17,65.03
06-Apr-17,64.58
07-Apr-17,64.26
08-Apr-17,64.27
09-Apr-17,64.27
10-Apr-17,64.57
11-Apr-17,64.69
12-Apr-17,64.73
13-Apr-17,64.5
14-Apr-17,64.48
15-Apr-17,64.44
16-Apr-17,64.46
17-Apr-17,64.41
18-Apr-17,64.57
19-Apr-17,64.66
20-Apr-17,64.72
21-Apr-17,64.65
22-Apr-17,64.65
23-Apr-17,64.65
24-Apr-17,64.49
25-Apr-17,64.33
26-Apr-17,64.12
27-Apr-17,64.11
28-Apr-17,64.26
29-Apr-17,64.29
30-Apr-17,64.26
01-May-17,64.26
02-May-17,64.17
04-May-17,64.23
05-May-17,64.24
06-May-17,64.31
07-May-17,64.31
08-May-17,64.36
09-May-17,64.69
10-May-17,64.53
11-May-17,64.39
12-May-17,64.15
13-May-17,64.24
14-May-17,64.17
15-May-17,64.02
16-May-17,64.04
17-May-17,64.12
18-May-17,64.95
20-May-17,64.56
21-May-17,64.45
22-May-17,64.53
23-May-17,64.89
24-May-17,64.77
25-May-17,64.54
26-May-17,64.52
27-May-17,64.52
28-May-17,64.52
29-May-17,64.53
30-May-17,64.58
31-May-17,64.50
01-Jun-17,64.39
02-Jun-17,64.26
03-Jun-17,64.41
04-Jun-17,64.41
05-Jun-17,64.34
06-Jun-17,64.43
07-Jun-17,64.44
08-Jun-17,64.25
09-Jun-17,64.37
10-Jun-17,64.24
11-Jun-17,64.38
12-Jun-17,64.48
13-Jun-17,64.36
14-Jun-17,64.06
15-Jun-17,64.60
16-Jun-17,64.46
17-Jun-17,64.40
18-Jun-17,64.40
19-Jun-17,64.47
20-Jun-17,64.64
21-Jun-17,64.59
22-Jun-17,64.60
23-Jun-17,64.47
24-Jun-17,64.50
25-Jun-17,64.50
26-Jun-17,64.41
27-Jun-17,64.47
28-Jun-17,64.50
29-Jun-17,64.79
30-Jun-17,64.61
01-Jul-17,64.61
02-Jul-17,64.61
03-Jul-17,64.85
04-Jul-17,64.76
05-Jul-17,64.79
06-Jul-17,64.72
07-Jul-17,64.59
08-Jul-17,64.62
09-Jul-17,64.62
10-Jul-17,64.47
11-Jul-17,64.53
12-Jul-17,64.41
13-Jul-17,64.45
14-Jul-17,64.28
15-Jul-17,64.42
16-Jul-17,64.42
17-Jul-17,64.34
18-Jul-17,64.33
19-Jul-17,64.26
20-Jul-17,64.37
21-Jul-17,64.38
22-Jul-17,64.47
23-Jul-17,64.47
24-Jul-17,64.39
25-Jul-17,64.44
26-Jul-17,64.33
27-Jul-17,64.12
28-Jul-17,64.11
29-Jul-17,64.13
30-Jul-17,64.13
31-Jul-17,64.18
01-Aug-17,64.09
02-Aug-17,63.63
03-Aug-17,63.70
04-Aug-17,63.65
05-Aug-17,63.67
06-Aug-17,63.67
07-Aug-17,63.84
08-Aug-17,63.01
09-Aug-17,63.18
10-Aug-17,64.05
11-Aug-17,64.05
12-Aug-17,64.09
13-Aug-17,64.09
14-Aug-17,64.07
15-Aug-17,64.21
16-Aug-17,64.17
17-Aug-17,64.09
18-Aug-17,64.09
19-Aug-17,64.09
20-Aug-17,64.08
21-Aug-17,64.17
23-Aug-17,64.04
24-Aug-17,64.04
25-Aug-17,64.00
26-Aug-17,64.00
27-Aug-17,64.00
28-Aug-17,63.8
29-Aug-17,63.95
30-Aug-17,64
31-Aug-17,63.98
01-Sep-17,63.82
02-Sep-17,64.02
03-Sep-17,64.02
